fecha,titular,url_archivo
20250101,The Year AI Broke Into Music,https://web.archive.org/web/20250102035656/https://www.bloomberg.com/europe
20250101,"Listen to the latest:New Orleans Attack, Biden Speaks, Musk on Vegas, More",https://web.archive.org/web/20250102035656/https://www.bloomberg.com/europe
20250101,The Year AI Broke Into Music,https://web.archive.org/web/20250102035656/https://www.bloomberg.com/europe
20250105,The Human Egg Trade: Episode 3 - The Journey,https://web.archive.org/web/20250104144627/https://www.bloomberg.com/europe
20250105,"Listen to the latest:Russia Vows Retaliation, Here Comes NYC Congestion Pricing, More",https://web.archive.org/web/20250104144627/https://www.bloomberg.com/europe
20250105,The Human Egg Trade: Episode 3 - The Journey,https://web.archive.org/web/20250104144627/https://www.bloomberg.com/europe
20250107,Millions of Chinese Snub Pension System,https://web.archive.org/web/20250108170444/https://www.bloomberg.com/europe
20250107,"Listen to the latest:2 Dead in CA Fires, DOJ Plans Partial Special Counsel Release",https://web.archive.org/web/20250108170444/https://www.bloomberg.com/europe
20250107,Millions of Chinese Snub Pension System,https://web.archive.org/web/20250108170444/https://www.bloomberg.com/europe
20250108,Millions of Chinese Snub Pension System,https://web.archive.org/web/20250109012530/https://www.bloomberg.com/europe
20250108,"Listen to the latest:Port Strike Averted, Arm Considers Possible Acquisition, More",https://web.archive.org/web/20250109012530/https://www.bloomberg.com/europe
20250108,Millions of Chinese Snub Pension System,https://web.archive.org/web/20250109012530/https://www.bloomberg.com/europe
20250109,Millions of Chinese Snub Pension System,https://web.archive.org/web/20250109224531/https://www.bloomberg.com/europe
20250109,"Listen to the latest:LA Fires Burn Out of Control, Biden Increases Funding, More",https://web.archive.org/web/20250109224531/https://www.bloomberg.com/europe
20250109,Millions of Chinese Snub Pension System,https://web.archive.org/web/20250109224531/https://www.bloomberg.com/europe
20250112,"SEC’s Gary Gensler on Crypto, AI and China",https://web.archive.org/web/20250113101126/https://www.bloomberg.com/europe
20250112,"Listen to the latest:Gilts Tumble, LA Fires Rage, More",https://web.archive.org/web/20250113101126/https://www.bloomberg.com/europe
20250112,"SEC’s Gary Gensler on Crypto, AI and China",https://web.archive.org/web/20250113101126/https://www.bloomberg.com/europe
