Ticker,DepreciationAndAmortization,OtherNonCashItems,ChangeInWorkingCapital,ChangeInOtherWorkingCapital,ChangesInAccountReceivables,ChangeInAccountPayable,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,OperatingCashFlow,CashFlowFromContinuingOperatingActivities,CapitalExpenditure,PurchaseOfPropertyPlantAndEquipment,SaleOfPropertyPlantAndEquipment,PurchaseOfIntangibleAssets,SaleOfIntangibleAssets,PurchaseOfInvestment,SaleOfInvestment,PurchaseOfBusiness,SaleOfBusiness,NetIntangiblesPurchaseAndSale,NetInvestmentPurchaseAndSale,NetPPEPurchaseAndSale,NetBusinessPurchaseAndSale,NetOtherInvestingChanges,InvestingCashFlow,CashFlowFromContinuingInvestingActivities,IssuanceOfCapitalStock,CommonStockIssuance,RepurchaseOfCapitalStock,CashDividendsPaid,IssuanceOfDebt,RepaymentOfDebt,IssuanceOfLongTermDebt,RepaymentOfLongTermDebt,NetBorrowings,NetOtherFinancingCharges,FinancingCashFlow,CashFlowFromContinuingFinancingActivities,EffectOfExchangeRateChanges,ChangeInCashSupplementalAsReported,BeginningCashPosition,EndCashPosition,FreeCashFlow
BASFN.DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAYGN.DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALVG.DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSGN.DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHAG.DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIEGN.DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOWG.DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBKGN.DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONG.DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPWGN.DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIGN.DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSHG_P.DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNKG_P.DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
