ticker,period_end,Total Revenue,Cost Of Revenue,Gross Profit,Research Development,Selling General Administrative,Operating Expense,Other Operating Expenses,Operating Income,Total Other Income Expense Net,Ebit,Interest Expense,Income Before Tax,Tax Provision,Minority Interest,Net Income From Continuing Ops,Discontinued Operations,Extraordinary Items,Effect Of Accounting Charges,Other Items,Net Income,Net Income Applicable To Common Shares,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Normalized Income,Depreciation,Depreciation & Amortization,Depreciation Depletion & Amortization,Preferred Dividends,Net Interest Income,Provision for Loan Losses,Total Premiums Earned
AIR.PA,2024-12-31 00:00:00,69230000000.0,58555000000.0,10675000000.0,,,5871000000.0,,4804000000.0,,,900000000.0,,1347000000.0,,,,,,,4232000000.0,,5.36,5.35,789961671.0,790991077.0,4374880000.0,,,,,39000000.0,,
VIV.PA,2024-12-31 00:00:00,297000000.0,211000000.0,86000000.0,,,222000000.0,,-136000000.0,,,89000000.0,,3000000.0,,,,,,,-6004000000.0,,,,,,-171250000.0,,,,,18000000.0,,
STM.PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIE.PA,2024-12-31 00:00:00,44692000000.0,36924000000.0,7768000000.0,,,4516000000.0,,3252000000.0,,,910000000.0,,566000000.0,,,,,,,1098000000.0,,,,,,1343230000.0,,,,,-989000000.0,,
SAF.PA,2024-12-31 00:00:00,27716000000.0,14445000000.0,13271000000.0,,,9281000000.0,334000000.0,3990000000.0,,,129000000.0,,-284000000.0,,,,,,,-667000000.0,,-1.6,-1.6,416149530.0,420722353.0,2426297400.0,,,,,99000000.0,,
BVI.PA,2024-12-31 00:00:00,6240900000.0,1739800000.0,4501100000.0,,,3567700000.0,19100000.0,933400000.0,,,101100000.0,,273800000.0,,,,,,,569400000.0,,,,,,569400000.0,,,,,-75500000.0,,
EDEN.PA,2024-12-31 00:00:00,2856000000.0,1144000000.0,1712000000.0,,,783000000.0,558000000.0,929000000.0,,,,,254000000.0,,,,,,,507000000.0,,2.07,2.01,245286351.0,252646478.0,569062000.0,,,,,-32000000.0,,
INGA.AS,2024-12-31 00:00:00,22527000000.0,,,,,,,,,,43882000000.0,,2650000000.0,,,,,,,6392000000.0,,1.98,1.98,3228700000.0,3228700000.0,6653690000.0,,,,,15023000000.0,,
ASMI.AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAND.AS,2024-12-31 00:00:00,24122000000.0,19421000000.0,4701000000.0,,,4204000000.0,39000000.0,497000000.0,,,91000000.0,,67000000.0,,,,,,,123000000.0,,0.65,0.65,176100000.0,177100000.0,385264000.0,,,,,-89000000.0,,
AD.AS,2024-12-31 00:00:00,89357000000.0,65551000000.0,23805000000.0,,,21453000000.0,,2352000000.0,,,782000000.0,,481000000.0,,,,,,,1764000000.0,,1.9,1.89,930000000.0,933000000.0,1764783000.0,,,,,-561000000.0,,
MT.AS,2024-12-31 00:00:00,62441000000.0,56653000000.0,5788000000.0,,,2680000000.0,202000000.0,3108000000.0,,,510000000.0,,1535000000.0,,,,,,,1339000000.0,,1.7,1.69,788000000.0,791000000.0,1778240000.0,,,,,-407000000.0,,
KPN.AS,2024-12-31 00:00:00,5603000000.0,1514000000.0,4089000000.0,,,2712000000.0,412000000.0,1377000000.0,,,278000000.0,,238000000.0,,,,,,,848000000.0,,0.2,0.2,3897111038.0,3900456571.0,905159000.0,,,,,-218000000.0,,
ASML.AS,2024-12-31 00:00:00,28262900000.0,13770900000.0,14492000000.0,,,5469400000.0,,9022600000.0,,,162600000.0,,1680600000.0,,,,,,,7571600000.0,,19.25,19.24,393300000.0,393600000.0,7571600000.0,,,,,19800000.0,,
BESI.AS,2024-12-31 00:00:00,607473000.0,211529000.0,395944000.0,,,200353000.0,,195591000.0,,,16667000.0,,6528000.0,,,,,,,181992000.0,,2.31,2.3,78877471.0,81889907.0,188609970.0,,,,,646000.0,,
NN.AS,2024-12-31 00:00:00,,,,,,,,,,,,,334000000.0,,,,,,,1583000000.0,,,,,,1656645661.157025,,,,,,,
IMCD.AS,2024-12-31 00:00:00,4727602000.0,3525206000.0,1202396000.0,,,777287000.0,79339000.0,425109000.0,,,72546000.0,,101768000.0,,,,,,,278243000.0,,,,,,249371072.745551,,,,,-70516000.0,,
ASRNL.AS,2024-12-31 00:00:00,20635000000.0,,,,,,714000000.0,,,,4031000000.0,,383000000.0,,,,,,,882000000.0,,,,,,1003000000.0,,,,,-4031000000.0,,
UNA.AS,2024-12-31 00:00:00,60761000000.0,33391000000.0,27370000000.0,,,16120000000.0,,11250000000.0,,,1118000000.0,,2500000000.0,,,,,,,5744000000.0,,,,,,7226198218.513925,,,,,-680000000.0,,
ADYEN.AS,2024-12-31 00:00:00,2225601000.0,237826000.0,1987775000.0,,,1115264000.0,189681000.0,872511000.0,,,26740000.0,,301567000.0,,,,,,,925163000.0,,,,,,925163000.0,,,,,353084000.0,,
PRX.AS,2025-03-31 00:00:00,6170000000.0,3546000000.0,2624000000.0,,,2463000000.0,,161000000.0,,,549000000.0,,179000000.0,,,,,,,12367000000.0,,5.14,5.11,2404912826.0,2404912826.0,7666540000.0,,,,,412000000.0,,
CFR.SW,2025-03-31 00:00:00,21399000000.0,7080000000.0,14319000000.0,,,9857000000.0,87000000.0,4462000000.0,,,483000000.0,,727000000.0,,,,,,,2751000000.0,,4.689,4.671,586700000.0,588900000.0,3589320000.0,,,,,-41000000.0,,
ABBN.SW,2024-12-31 00:00:00,32850000000.0,20576000000.0,12274000000.0,,,7177000000.0,,5097000000.0,,,99000000.0,,1278000000.0,,,,,,,3935000000.0,,2.13,2.13,1844000000.0,1851000000.0,3984116000.0,,,,,107000000.0,,
LOGN.SW,2025-03-31 00:00:00,4554900000.0,2592299000.0,1962601000.0,,,1298131000.0,,664470000.0,,,,,75343000.0,,,,,,,631529000.0,,4.17,4.13,151322000.0,152784000.0,645740202.0,,,,,54997000.0,,
ZURN.SW,2024-12-31 00:00:00,77747000000.0,,,,,,2864000000.0,,,,440000000.0,,2261000000.0,,,,,,,5814000000.0,,40.48,40.15,143622281.0,144801127.0,5728614000.0,,,,,-440000000.0,,
SLHN.SW,2024-12-31 00:00:00,14429000000.0,,,,,,2257000000.0,,,,403000000.0,,376000000.0,,,,,,,1214000000.0,,42.41,42.29,28623171.0,28703909.0,1214770311.54551,,,,,-403000000.0,,
NOVN.SW,2024-12-31 00:00:00,51722000000.0,12827000000.0,38895000000.0,,,24351000000.0,1763000000.0,14544000000.0,,,1006000000.0,,1701000000.0,,,,,,,11941000000.0,,5.92,5.87,2018000000.0,2035000000.0,12098500000.0,,,,,-686000000.0,,
NESN.SW,2024-12-31 00:00:00,91720000000.0,48670000000.0,43050000000.0,,,27437000000.0,399000000.0,15613000000.0,,,1841000000.0,,3314000000.0,,,,,,,10884000000.0,,4.19,4.19,2596000000.0,2599000000.0,11550750000.0,,,,,-1485000000.0,,
ROG.SW,2024-12-31 00:00:00,62395000000.0,16283000000.0,46112000000.0,,,32695000000.0,2495000000.0,13417000000.0,,,1403000000.0,,2606000000.0,,,,,,,8277000000.0,,,,,,8360353000.0,,,,,-1151000000.0,,
LONN.SW,2024-12-31 00:00:00,6574000000.0,4414000000.0,2160000000.0,,,1252000000.0,81000000.0,908000000.0,,,141000000.0,,117000000.0,,,,,,,636000000.0,,8.93,8.92,71175084.0,71293448.0,690860000.0,,,,,-116000000.0,,
SCMN.SW,2024-12-31 00:00:00,11036000000.0,2314000000.0,8722000000.0,,,6771000000.0,1176000000.0,1951000000.0,,,198000000.0,,320000000.0,,,,,,,1542000000.0,,29.77,29.77,51801712.0,51801712.0,1550280000.0,,,,,-111000000.0,,
GEBN.SW,2024-12-31 00:00:00,3085500000.0,837600000.0,2247900000.0,,,1486100000.0,290800000.0,761800000.0,,,28800000.0,,140300000.0,,,,,,,597100000.0,,18.06,18.0,33052000.0,33179000.0,597100000.0,,,,,-23900000.0,,
SIKA.SW,2024-12-31 00:00:00,11763100000.0,5347100000.0,6416000000.0,,,4702100000.0,621600000.0,1713900000.0,,,185900000.0,,315400000.0,,,,,,,1245500000.0,,,,,,1245500000.0,,,,,-154500000.0,,
PGHN.SW,2024-12-31 00:00:00,2018300000.0,386800000.0,1631500000.0,,,322800000.0,67800000.0,1308700000.0,,,28000000.0,,242200000.0,,,,,,,1127700000.0,,43.4,43.08,25983451.0,26178036.0,1035112500.0,,,,,-24800000.0,,
KNIN.SW,2024-12-31 00:00:00,24802000000.0,16132000000.0,8670000000.0,,,7018000000.0,219000000.0,1652000000.0,,,37000000.0,,408000000.0,,,,,,,1181000000.0,,9.97,9.95,118485359.0,118748575.0,1179498000.0,,,,,-13000000.0,,
SOON.SW,2025-03-31 00:00:00,3865400000.0,1080900000.0,2784500000.0,,,2092600000.0,,691900000.0,,,26500000.0,,105000000.0,,,,,,,540500000.0,,9.07,9.04,59599343.0,59783412.0,540500000.0,,,,,-45400000.0,,
UBSG.SW,2024-12-31 00:00:00,45346000000.0,,,,,,,,,,35948000000.0,,1675000000.0,,,,,,,5086000000.0,,1.59,1.52,3198481827.0,3351111970.0,6847344000.0,,,,,7107000000.0,,
GIVN.SW,2024-12-31 00:00:00,7412000000.0,4141000000.0,3271000000.0,,,1874000000.0,91000000.0,1397000000.0,,,121000000.0,,223000000.0,,,,,,,1090000000.0,,,,,,1016960000.0,,,,,-122000000.0,,
BOL.ST,2024-12-31 00:00:00,89207000000.0,76305000000.0,12903000000.0,,,2832000000.0,507000000.0,10071000000.0,,,1243000000.0,,2529000000.0,,,,,,,10022000000.0,,36.65,36.65,273471169.0,273471169.0,7354139000.0,,,,,-1136000000.0,,
AZN.ST,2024-12-31 00:00:00,54073000000.0,10207000000.0,43866000000.0,,,33615000000.0,121000000.0,10251000000.0,,,1682000000.0,,1650000000.0,,,,,,,7035000000.0,,4.54,4.5,1550000000.0,1563000000.0,7158952709.699689,,,,,-1337000000.0,,
ALFA.ST,2024-12-31 00:00:00,66953000000.0,43747000000.0,23207000000.0,,,12804000000.0,1940000000.0,10403000000.0,,,493000000.0,,2564000000.0,,,,,,,7391000000.0,,17.88,17.88,413326315.0,413326315.0,7381334533.813525,,,,,-323000000.0,,
ABB.ST,2024-12-31 00:00:00,32850000000.0,20576000000.0,12274000000.0,,,7177000000.0,,5097000000.0,,,99000000.0,,1278000000.0,,,,,,,3935000000.0,,2.13,2.13,1844000000.0,1851000000.0,3984116000.0,,,,,107000000.0,,
SAND.ST,2024-12-31 00:00:00,122878000000.0,73742000000.0,49136000000.0,,,29984000000.0,597000000.0,19152000000.0,,,2551000000.0,,4216000000.0,,,,,,,12243000000.0,,9.76,9.75,1254386000.0,1255986000.0,12522000000.0,,,,,-1957000000.0,,
